TAZ,PUMA,COUNTY,county_name,REGION
936,123,4,Alameda,1
937,112,4,Alameda,1
938,112,4,Alameda,1
939,112,4,Alameda,1
940,112,4,Alameda,1
941,111,4,Alameda,1
942,111,4,Alameda,1
943,123,4,Alameda,1
944,123,4,Alameda,1
945,111,4,Alameda,1
946,111,4,Alameda,1
947,123,4,Alameda,1
948,114,4,Alameda,1
949,114,4,Alameda,1
950,114,4,Alameda,1
951,114,4,Alameda,1
952,114,4,Alameda,1
953,114,4,Alameda,1
954,114,4,Alameda,1
955,114,4,Alameda,1
956,114,4,Alameda,1
957,114,4,Alameda,1
958,114,4,Alameda,1
959,114,4,Alameda,1
960,114,4,Alameda,1
961,114,4,Alameda,1
962,114,4,Alameda,1
963,114,4,Alameda,1
964,114,4,Alameda,1
965,111,4,Alameda,1
966,111,4,Alameda,1
967,111,4,Alameda,1
968,111,4,Alameda,1
969,111,4,Alameda,1
970,111,4,Alameda,1
971,111,4,Alameda,1
972,111,4,Alameda,1
973,112,4,Alameda,1
974,112,4,Alameda,1
975,112,4,Alameda,1
976,112,4,Alameda,1
977,111,4,Alameda,1
978,111,4,Alameda,1
979,111,4,Alameda,1
980,111,4,Alameda,1
981,111,4,Alameda,1
982,111,4,Alameda,1
983,111,4,Alameda,1
984,111,4,Alameda,1
985,111,4,Alameda,1
986,111,4,Alameda,1
987,111,4,Alameda,1
988,111,4,Alameda,1
989,111,4,Alameda,1
990,111,4,Alameda,1
991,114,4,Alameda,1
992,111,4,Alameda,1
993,111,4,Alameda,1
994,101,4,Alameda,1
995,101,4,Alameda,1
996,111,4,Alameda,1
997,111,4,Alameda,1
998,112,4,Alameda,1
999,111,4,Alameda,1
1000,111,4,Alameda,1
1001,111,4,Alameda,1
1002,101,4,Alameda,1
1003,101,4,Alameda,1
1004,101,4,Alameda,1
1005,112,4,Alameda,1
1006,101,4,Alameda,1
1007,101,4,Alameda,1
1008,101,4,Alameda,1
1009,101,4,Alameda,1
1010,101,4,Alameda,1
1011,101,4,Alameda,1
1012,101,4,Alameda,1
1013,101,4,Alameda,1
1014,101,4,Alameda,1
1015,101,4,Alameda,1
1016,101,4,Alameda,1
1017,101,4,Alameda,1
1018,101,4,Alameda,1
1019,101,4,Alameda,1
1020,101,4,Alameda,1
1021,101,4,Alameda,1
1022,101,4,Alameda,1
1023,101,4,Alameda,1
1024,101,4,Alameda,1
1025,101,4,Alameda,1
1026,101,4,Alameda,1
1027,101,4,Alameda,1
1028,101,4,Alameda,1
1029,101,4,Alameda,1
1030,101,4,Alameda,1
1031,101,4,Alameda,1
1032,101,4,Alameda,1
1033,101,4,Alameda,1
1034,101,4,Alameda,1
1035,101,4,Alameda,1
1036,101,4,Alameda,1
1037,101,4,Alameda,1
1038,101,4,Alameda,1
1039,101,4,Alameda,1
1040,1301,5,Contra Costa,1
1041,1310,5,Contra Costa,1
1042,1310,5,Contra Costa,1
1043,1310,5,Contra Costa,1
1044,1310,5,Contra Costa,1
1045,1310,5,Contra Costa,1
1046,1310,5,Contra Costa,1
1047,1310,5,Contra Costa,1
1048,1310,5,Contra Costa,1
1049,1301,5,Contra Costa,1
1050,1301,5,Contra Costa,1
1051,1310,5,Contra Costa,1
1052,1310,5,Contra Costa,1
1053,1310,5,Contra Costa,1
1054,1301,5,Contra Costa,1
1055,1301,5,Contra Costa,1
1056,1301,5,Contra Costa,1
1057,1301,5,Contra Costa,1
1058,1301,5,Contra Costa,1
1059,1301,5,Contra Costa,1
1060,1301,5,Contra Costa,1
1061,1301,5,Contra Costa,1
1062,1301,5,Contra Costa,1
1063,1301,5,Contra Costa,1
1064,1301,5,Contra Costa,1
1065,1301,5,Contra Costa,1
1066,1301,5,Contra Costa,1
1067,1301,5,Contra Costa,1
1068,1301,5,Contra Costa,1
1069,1310,5,Contra Costa,1
1070,1301,5,Contra Costa,1
1071,1301,5,Contra Costa,1
1072,1301,5,Contra Costa,1
1073,1310,5,Contra Costa,1
1074,1310,5,Contra Costa,1
1075,1301,5,Contra Costa,1
1076,1310,5,Contra Costa,1
1077,1310,5,Contra Costa,1
1078,1310,5,Contra Costa,1
1079,1310,5,Contra Costa,1
1080,1310,5,Contra Costa,1
1081,1310,5,Contra Costa,1
1082,1310,5,Contra Costa,1
1083,1310,5,Contra Costa,1
1084,1310,5,Contra Costa,1
1085,1310,5,Contra Costa,1
1086,1310,5,Contra Costa,1
1087,1311,5,Contra Costa,1
1088,1310,5,Contra Costa,1
1089,1310,5,Contra Costa,1
1090,1310,5,Contra Costa,1
1091,1311,5,Contra Costa,1
1092,1311,5,Contra Costa,1
1093,1311,5,Contra Costa,1
1094,1311,5,Contra Costa,1
1095,1311,5,Contra Costa,1
1096,1311,5,Contra Costa,1
1097,1314,5,Contra Costa,1
1098,1314,5,Contra Costa,1
1099,1313,5,Contra Costa,1
1100,1313,5,Contra Costa,1
1101,1313,5,Contra Costa,1
1102,1313,5,Contra Costa,1
1103,1313,5,Contra Costa,1
1104,1313,5,Contra Costa,1
1105,1313,5,Contra Costa,1
1106,1313,5,Contra Costa,1
1107,1313,5,Contra Costa,1
1108,1313,5,Contra Costa,1
1109,1313,5,Contra Costa,1
1110,1313,5,Contra Costa,1
1111,1313,5,Contra Costa,1
1112,1311,5,Contra Costa,1
1113,1311,5,Contra Costa,1
1114,1311,5,Contra Costa,1
1115,1311,5,Contra Costa,1
1116,1313,5,Contra Costa,1
1117,1313,5,Contra Costa,1
1118,1313,5,Contra Costa,1
1119,1313,5,Contra Costa,1
1120,1311,5,Contra Costa,1
1121,1311,5,Contra Costa,1
1122,1311,5,Contra Costa,1
1123,1311,5,Contra Costa,1
1124,1311,5,Contra Costa,1
1125,1311,5,Contra Costa,1
1126,1311,5,Contra Costa,1
1127,1311,5,Contra Costa,1
1128,1311,5,Contra Costa,1
1129,1311,5,Contra Costa,1
1130,1311,5,Contra Costa,1
1131,1312,5,Contra Costa,1
1132,1312,5,Contra Costa,1
1133,1312,5,Contra Costa,1
1134,1312,5,Contra Costa,1
1135,1313,5,Contra Costa,1
1136,1313,5,Contra Costa,1
1137,1313,5,Contra Costa,1
1138,1313,5,Contra Costa,1
1139,1313,5,Contra Costa,1
1140,1313,5,Contra Costa,1
1141,1313,5,Contra Costa,1
1142,1313,5,Contra Costa,1
1143,1313,5,Contra Costa,1
1144,1313,5,Contra Costa,1
1145,1313,5,Contra Costa,1
1146,1313,5,Contra Costa,1
1147,1312,5,Contra Costa,1
1148,1312,5,Contra Costa,1
1149,1312,5,Contra Costa,1
1150,1312,5,Contra Costa,1
1151,1312,5,Contra Costa,1
1152,1312,5,Contra Costa,1
1153,1312,5,Contra Costa,1
1154,1312,5,Contra Costa,1
1155,1312,5,Contra Costa,1
1156,1312,5,Contra Costa,1
1157,1312,5,Contra Costa,1
1158,1312,5,Contra Costa,1
1159,1312,5,Contra Costa,1
1160,1312,5,Contra Costa,1
1161,1305,5,Contra Costa,1
1162,1312,5,Contra Costa,1
1163,1313,5,Contra Costa,1
1164,1313,5,Contra Costa,1
1165,1313,5,Contra Costa,1
1166,1305,5,Contra Costa,1
1167,1305,5,Contra Costa,1
1168,1305,5,Contra Costa,1
1169,1305,5,Contra Costa,1
1170,1305,5,Contra Costa,1
1171,1305,5,Contra Costa,1
1172,1305,5,Contra Costa,1
1173,1305,5,Contra Costa,1
1174,1305,5,Contra Costa,1
1175,1305,5,Contra Costa,1
1176,1305,5,Contra Costa,1
1177,1309,5,Contra Costa,1
1178,1308,5,Contra Costa,1
1179,1309,5,Contra Costa,1
1180,1309,5,Contra Costa,1
1181,1309,5,Contra Costa,1
1182,1309,5,Contra Costa,1
1183,1308,5,Contra Costa,1
1184,1308,5,Contra Costa,1
1185,1309,5,Contra Costa,1
1186,1308,5,Contra Costa,1
1187,1308,5,Contra Costa,1
1188,1308,5,Contra Costa,1
1189,1308,5,Contra Costa,1
1190,1308,5,Contra Costa,1
1191,1308,5,Contra Costa,1
1192,1308,5,Contra Costa,1
1193,1308,5,Contra Costa,1
1194,1308,5,Contra Costa,1
1195,1308,5,Contra Costa,1
1196,1314,5,Contra Costa,1
1197,1308,5,Contra Costa,1
1198,1314,5,Contra Costa,1
1199,1314,5,Contra Costa,1
1200,1314,5,Contra Costa,1
1201,1314,5,Contra Costa,1
1202,1314,5,Contra Costa,1
1203,1314,5,Contra Costa,1
1204,1314,5,Contra Costa,1
1205,1314,5,Contra Costa,1
1206,1314,5,Contra Costa,1
1207,1314,5,Contra Costa,1
1208,1314,5,Contra Costa,1
1209,1314,5,Contra Costa,1
1210,1314,5,Contra Costa,1
1211,9501,6,Solano,1
1212,9501,6,Solano,1
1213,9501,6,Solano,1
1214,9501,6,Solano,1
1215,9501,6,Solano,1
1216,9501,6,Solano,1
1217,9501,6,Solano,1
1218,9501,6,Solano,1
1219,9501,6,Solano,1
1220,9501,6,Solano,1
1221,9501,6,Solano,1
1222,9501,6,Solano,1
1223,9501,6,Solano,1
1224,9501,6,Solano,1
1225,9501,6,Solano,1
1226,9501,6,Solano,1
1227,9501,6,Solano,1
1228,9501,6,Solano,1
1229,9501,6,Solano,1
1230,9501,6,Solano,1
1231,9501,6,Solano,1
1232,9501,6,Solano,1
1233,9501,6,Solano,1
1234,9501,6,Solano,1
1235,9501,6,Solano,1
1236,9501,6,Solano,1
1237,9501,6,Solano,1
1238,9501,6,Solano,1
1239,9501,6,Solano,1
1240,9501,6,Solano,1
1241,9501,6,Solano,1
1242,9501,6,Solano,1
1243,9501,6,Solano,1
1244,9501,6,Solano,1
1245,9501,6,Solano,1
1246,9501,6,Solano,1
1247,9502,6,Solano,1
1248,9502,6,Solano,1
1249,9502,6,Solano,1
1250,9502,6,Solano,1
1251,9502,6,Solano,1
1252,9502,6,Solano,1
1253,9502,6,Solano,1
1254,9502,6,Solano,1
1255,9502,6,Solano,1
1256,9502,6,Solano,1
1257,9502,6,Solano,1
1258,9502,6,Solano,1
1259,9502,6,Solano,1
1260,9502,6,Solano,1
1261,9502,6,Solano,1
1262,9502,6,Solano,1
1263,9502,6,Solano,1
1264,9502,6,Solano,1
1265,9502,6,Solano,1
1266,9502,6,Solano,1
1267,9502,6,Solano,1
1268,9502,6,Solano,1
1269,9502,6,Solano,1
1270,9502,6,Solano,1
1271,9503,6,Solano,1
1272,9503,6,Solano,1
1273,9503,6,Solano,1
1274,9503,6,Solano,1
1275,9503,6,Solano,1
1276,9503,6,Solano,1
1277,9503,6,Solano,1
1278,9503,6,Solano,1
1279,9503,6,Solano,1
1280,9503,6,Solano,1
1281,9503,6,Solano,1
1282,9503,6,Solano,1
1283,9503,6,Solano,1
1284,9503,6,Solano,1
1285,9503,6,Solano,1
1286,9503,6,Solano,1
1287,9503,6,Solano,1
1288,9503,6,Solano,1
1289,9503,6,Solano,1
1290,9503,6,Solano,1
1291,5500,7,Napa,1
1292,5500,7,Napa,1
1293,5500,7,Napa,1
1294,5500,7,Napa,1
1295,5500,7,Napa,1
1296,5500,7,Napa,1
1297,5500,7,Napa,1
1298,5500,7,Napa,1
1299,5500,7,Napa,1
1300,5500,7,Napa,1
1301,5500,7,Napa,1
1302,5500,7,Napa,1
1303,5500,7,Napa,1
1304,5500,7,Napa,1
1305,5500,7,Napa,1
1306,5500,7,Napa,1
1307,5500,7,Napa,1
1308,5500,7,Napa,1
1309,5500,7,Napa,1
1310,5500,7,Napa,1
1311,5500,7,Napa,1
1312,5500,7,Napa,1
1313,5500,7,Napa,1
1314,5500,7,Napa,1
1315,5500,7,Napa,1
1316,5500,7,Napa,1
1317,5500,7,Napa,1
1318,9706,8,Sonoma,1
1319,9706,8,Sonoma,1
1320,9706,8,Sonoma,1
1321,9706,8,Sonoma,1
1322,9706,8,Sonoma,1
1323,9706,8,Sonoma,1
1324,9706,8,Sonoma,1
1325,9702,8,Sonoma,1
1326,9702,8,Sonoma,1
1327,9702,8,Sonoma,1
1328,9704,8,Sonoma,1
1329,9702,8,Sonoma,1
1330,9702,8,Sonoma,1
1331,9702,8,Sonoma,1
1332,9702,8,Sonoma,1
1333,9702,8,Sonoma,1
1334,9702,8,Sonoma,1
1335,9702,8,Sonoma,1
1336,9702,8,Sonoma,1
1337,9702,8,Sonoma,1
1338,9702,8,Sonoma,1
1339,9702,8,Sonoma,1
1340,9702,8,Sonoma,1
1341,9702,8,Sonoma,1
1342,9702,8,Sonoma,1
1343,9702,8,Sonoma,1
1344,9702,8,Sonoma,1
1345,9702,8,Sonoma,1
1346,9702,8,Sonoma,1
1347,9702,8,Sonoma,1
1348,9706,8,Sonoma,1
1349,9706,8,Sonoma,1
1350,9706,8,Sonoma,1
1351,9706,8,Sonoma,1
1352,9706,8,Sonoma,1
1353,9706,8,Sonoma,1
1354,9706,8,Sonoma,1
1355,9706,8,Sonoma,1
1356,9706,8,Sonoma,1
1357,9706,8,Sonoma,1
1358,9706,8,Sonoma,1
1359,9706,8,Sonoma,1
1360,9706,8,Sonoma,1
1361,9706,8,Sonoma,1
1362,9706,8,Sonoma,1
1363,9706,8,Sonoma,1
1364,9706,8,Sonoma,1
1365,9706,8,Sonoma,1
1366,9706,8,Sonoma,1
1367,9704,8,Sonoma,1
1368,9704,8,Sonoma,1
1369,9705,8,Sonoma,1
1370,9705,8,Sonoma,1
1371,9705,8,Sonoma,1
1372,9705,8,Sonoma,1
1373,9705,8,Sonoma,1
1374,9705,8,Sonoma,1
1375,9705,8,Sonoma,1
1376,9705,8,Sonoma,1
1377,9705,8,Sonoma,1
1378,9705,8,Sonoma,1
1379,9705,8,Sonoma,1
1380,9705,8,Sonoma,1
1381,9705,8,Sonoma,1
1382,9705,8,Sonoma,1
1383,9704,8,Sonoma,1
1384,9704,8,Sonoma,1
1385,9704,8,Sonoma,1
1386,9704,8,Sonoma,1
1387,9704,8,Sonoma,1
1388,9704,8,Sonoma,1
1389,9704,8,Sonoma,1
1390,9704,8,Sonoma,1
1391,9704,8,Sonoma,1
1392,9704,8,Sonoma,1
1393,9704,8,Sonoma,1
1394,9704,8,Sonoma,1
1395,9704,8,Sonoma,1
1396,9704,8,Sonoma,1
1397,9704,8,Sonoma,1
1398,9704,8,Sonoma,1
1399,9704,8,Sonoma,1
1400,9704,8,Sonoma,1
1401,9704,8,Sonoma,1
1402,9704,8,Sonoma,1
1403,9704,8,Sonoma,1
1404,4103,9,Marin,1
1405,4103,9,Marin,1
1406,4103,9,Marin,1
1407,4103,9,Marin,1
1408,4103,9,Marin,1
1409,4103,9,Marin,1
1410,4103,9,Marin,1
1411,4103,9,Marin,1
1412,4103,9,Marin,1
1413,4103,9,Marin,1
1414,4103,9,Marin,1
1415,4103,9,Marin,1
1416,4103,9,Marin,1
1417,4103,9,Marin,1
1418,4103,9,Marin,1
1419,4104,9,Marin,1
1420,4104,9,Marin,1
1421,4103,9,Marin,1
1422,4103,9,Marin,1
1423,4103,9,Marin,1
1424,4103,9,Marin,1
1425,4103,9,Marin,1
1426,4104,9,Marin,1
1427,4104,9,Marin,1
1428,4104,9,Marin,1
1429,4104,9,Marin,1
1430,4104,9,Marin,1
1431,4104,9,Marin,1
1432,4104,9,Marin,1
1433,4104,9,Marin,1
1434,4104,9,Marin,1
1435,4104,9,Marin,1
1436,4104,9,Marin,1
1437,4104,9,Marin,1
1438,4104,9,Marin,1
1439,4104,9,Marin,1
1440,4104,9,Marin,1
1441,4104,9,Marin,1
1442,4104,9,Marin,1
1443,4104,9,Marin,1
1444,4104,9,Marin,1
1445,4104,9,Marin,1
1446,4104,9,Marin,1
1447,4104,9,Marin,1
1448,4104,9,Marin,1
1449,4104,9,Marin,1
1450,4104,9,Marin,1
1451,4104,9,Marin,1
1452,4104,9,Marin,1
1453,4103,9,Marin,1
1454,4103,9,Marin,1
